Object Type,Title,Item ARK,Parent ARK,File Name,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Named subject,Note,Place of origin,Publisher.publisherName,Repository,Resource type,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject,Subject geographic,Subject temporal
Work,Ramakatane archive 1236,ark:/21198/z1v42mbq,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a11_0030_001.tif,,Ramakatane Archive (Lesotho National Museum),"Woman displaying her wedding ring with her arms folded and looking into the eyes of the man with sideburns in in a cap smiling back at her, photographed in Mr. M.T. Ramakatane's City Centre Studio",1971,1971,,,,6 x 6cm,1 negative,,black-and-white photographs,,A11_Ramakatane_30_01,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 1237,ark:/21198/z1qc1vpw,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a11_0033_008.tif,,Ramakatane Archive (Lesotho National Museum),"Woman in a buttoned up dress seated with her underskirt petticoat exposed with hand leaning on the back of her chair, photographed in Mr. M.T. Ramakatane's City Centre Studio",1971,1971,,,,6 x 6cm,1 negative,,black-and-white photographs,,A11_Ramakatane_33_08,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,
Work,Ramakatane archive 1238,ark:/21198/z1kp9t9f,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a11_0034_002.tif,,Ramakatane Archive (Lesotho National Museum),"Three teen girls dressed in traditional attire for cultural day one with her torso covered by a headwrap and battersby and the other two wearing heritage blankets with head wraps on their heads, photographed in Mr. M.T. Ramakatane's City Centre Studio",1971,1971,,,,6 x 6cm,1 negative,,black-and-white photographs,,A11_Ramakatane_34_02,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Teens,,
Work,Ramakatane archive 1239,ark:/21198/z1fx92pf,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a11_0040_005.tif,,Ramakatane Archive (Lesotho National Museum),"Young woman in a knitted beret with her purse placed on the floor in front of her, photographed in Mr. M.T. Ramakatane's City Centre Studio",1971,1971,,,,6 x 6cm,1 negative,,black-and-white photographs,,A11_Ramakatane_40_05,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,
Work,Ramakatane archive 1240,ark:/21198/z1b589z1,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a11_0041_010.tif,,Ramakatane Archive (Lesotho National Museum),"Man in sunglasses dressed in polo shirt and shorts seated with one foot on the stool, facing away from the camera, photographed in Mr. M.T. Ramakatane's City Centre Studio",1971,1971,,,,6 x 6cm,1 negative,,black-and-white photographs,,A11_Ramakatane_41_10,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 1241,ark:/21198/z16d7k68,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a11_0041_012.tif,,Ramakatane Archive (Lesotho National Museum),"Sharply dressed man with his hands hanging on the open door and roof of a Benz, photographed on location",1971,1971,,,,6 x 6cm,1 negative,,black-and-white photographs,,A11_Ramakatane_41_12,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 1242,ark:/21198/z12n6tdn,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a11_0043_003.tif,,Ramakatane Archive (Lesotho National Museum),"Woman dressed in a Seshoeshoe skirt and see-through blouse with her bangled hand clasped in her left hand, photographed in Mr. M.T. Ramakatane's City Centre Studio",1971,1971,,,,6 x 6cm,1 negative,,black-and-white photographs,,A11_Ramakatane_43_03,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,
Work,Ramakatane archive 1243,ark:/21198/z1xw69xb,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a11_0043_006.tif,,Ramakatane Archive (Lesotho National Museum),"Young woman in a sun hat wearing a dress with oversized collar seated on the floor with one hand on her lower leg and the other on the straw mat (moseme), photographed in Mr. M.T. Ramakatane's City Centre Studio",1971,1971,,,,6 x 6cm,1 negative,,black-and-white photographs,,A11_Ramakatane_43_06,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth,,
Work,Ramakatane archive 1244,ark:/21198/z1t45k87,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a11_0047_001.tif,,Ramakatane Archive (Lesotho National Museum),"Young woman in striped dress seated with her arms folded, photographed in Mr. M.T. Ramakatane's City Centre Studio",1971,1971,,,,6 x 6cm,1 negative,,black-and-white photographs,,A11_Ramakatane_47_01,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth,,
Work,Ramakatane archive 1245,ark:/21198/z1pg3hwx,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a11_0049_009.tif,,Ramakatane Archive (Lesotho National Museum),"Young woman in a sun hat wearing daisy earrings and eyes to the floor seated on the floor with one leg crossed over another, photographed in Mr. M.T. Ramakatane's City Centre Studio",1971,1971,,,,6 x 6cm,1 negative,,black-and-white photographs,,A11_Ramakatane_49_09,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth,,
Work,Ramakatane archive 1246,ark:/21198/z1jq2s7h,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a11_0052_006.tif,,Ramakatane Archive (Lesotho National Museum),"Young woman in a sun hat seated on her stool with her legs crossed and hands clasped between her knees, photographed in Mr. M.T. Ramakatane's City Centre Studio",1971,1971,,,,6 x 6cm,1 negative,,black-and-white photographs,,A11_Ramakatane_52_06,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth,,
Work,Ramakatane archive 1247,ark:/21198/z1dz21k2,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a11_0060_005.tif,,Ramakatane Archive (Lesotho National Museum),"Woman in a stylish head wrap and beaded necklace fashioned into a tie seated on a straw mat (moseme) next to flowers in a pot and holding up a magazine in a reading pose, photographed in Mr. M.T. Ramakatane's City Centre Studio",1971,1971,,,,6 x 6cm,1 negative,,black-and-white photographs,,A11_Ramakatane_60_05,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,
Work,Ramakatane archive 1248,ark:/21198/z19618sr,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a11_0066_001.tif,,Ramakatane Archive (Lesotho National Museum),"Two soldiers holding up rifles military style, photographed in Mr. M.T. Ramakatane's City Centre Studio",1971,1971,,,,6 x 6cm,1 negative,,black-and-white photographs,,A11_Ramakatane_66_01,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 1249,ark:/21198/z15f0j10,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a11_0066_004.tif,,Ramakatane Archive (Lesotho National Museum),"Man standing between two boxer facing each other with his hands on their boxing gloves like a referee about to start a match, photographed in Mr. M.T. Ramakatane's City Centre Studio",1971,1971,,,,6 x 6cm,1 negative,,black-and-white photographs,,A11_Ramakatane_66_04,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 1250,ark:/21198/z11n9s88,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a11_0066_006.tif,,Ramakatane Archive (Lesotho National Museum),"Woman in spectacles wearing a pleated skirt holding up newspaper over the arm of her chair to face the camera in a reading pose with chair placed at an angle, photographed in Mr. M.T. Ramakatane's City Centre Studio",1971,1971,,,,6 x 6cm,1 negative,,black-and-white photographs,,A11_Ramakatane_66_06,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,
Work,Ramakatane archive 1251,ark:/21198/z1ww98w9,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a11_0067_007.tif,,Ramakatane Archive (Lesotho National Museum),"Young woman in a squat pose and closed buckle shoes, photographed in Mr. M.T. Ramakatane's City Centre Studio",1971,1971,,,,6 x 6cm,1 negative,,black-and-white photographs,,A11_Ramakatane_67_07,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth,,
Work,Ramakatane archive 1252,ark:/21198/z1s777g8,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a11_0069_002.tif,,Ramakatane Archive (Lesotho National Museum),"A group of men likely to be engineers posing around land surveyor on a tripod under a large tree, photographed on location",1971,1971,,,,6 x 6cm,1 negative,,black-and-white photographs,,A11_Ramakatane_69_02,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 1253,ark:/21198/z1ng6gvw,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a11_0069_005.tif,,Ramakatane Archive (Lesotho National Museum),"A group of men with civil engineering measuring equipment posing under a tree with one squatting to take measurements, photographed on location",1971,1971,,,,6 x 6cm,1 negative,,black-and-white photographs,,A11_Ramakatane_69_05,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 1254,ark:/21198/z1hq5r51,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a11_0070_008.tif,,Ramakatane Archive (Lesotho National Museum),"Man in a spectacles and a suit standing with one hand in his pocket and another holding his portable camera strapped around his neck, photographed in Mr. M.T. Ramakatane's City Centre Studio",1971,1971,,,,6 x 6cm,1 negative,,black-and-white photographs,,A11_Ramakatane_70_08,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 1255,ark:/21198/z1cz50cs,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a11_0072_005.tif,,Ramakatane Archive (Lesotho National Museum),"Woman in a wig wearing a closed mouth smile with her forefinger touching her chin and fashionable beaded necklace around her neck, photographed in Mr. M.T. Ramakatane's City Centre Studio",1971,1971,,,,6 x 6cm,1 negative,,black-and-white photographs,,A11_Ramakatane_72_05,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,
Work,Ramakatane archive 1256,ark:/21198/z18647kg,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a11_0074_008.tif,,Ramakatane Archive (Lesotho National Museum),"Woman in spectacles and a headwrap smiling and proudly holding up an infant up to her bosom, photographed in Mr. M.T. Ramakatane's City Centre Studio",1971,1971,,,,6 x 6cm,1 negative,,black-and-white photographs,,A11_Ramakatane_74_08,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Families,,
Work,Ramakatane archive 1257,ark:/21198/z14f3gvr,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a11_0076_012.tif,,Ramakatane Archive (Lesotho National Museum),"Young woman wearing a striped turtleneck dress with hand leaning against the back of her chair, photographed in Mr. M.T. Ramakatane's City Centre Studio",1971,1971,,,,6 x 6cm,1 negative,,black-and-white photographs,,A11_Ramakatane_76_12,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth,,
Work,Ramakatane archive 1258,ark:/21198/z10p2r6b,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a11_0077_012.tif,,Ramakatane Archive (Lesotho National Museum),"Young woman in a fur beret seated with one hand tightly clasped, photographed in Mr. M.T. Ramakatane's City Centre Studio",1971,1971,,,,6 x 6cm,1 negative,,black-and-white photographs,,A11_Ramakatane_77_12,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth,,
Work,Ramakatane archive 1259,ark:/21198/z1w10z2s,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a11_0078_005.tif,,Ramakatane Archive (Lesotho National Museum),"Bare-chested man wearing a battersby in a body builder pose, photographed in Mr. M.T. Ramakatane's City Centre Studio",1971,1971,,,,6 x 6cm,1 negative,,black-and-white photographs,,A11_Ramakatane_78_05,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 1260,ark:/21198/z1r806fs,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a11_0091_010.tif,,Ramakatane Archive (Lesotho National Museum),"Woman in a bra standing with printed dress wrapped around her waist, photographed in Mr. M.T. Ramakatane's City Centre Studio",1971,1971,,,,6 x 6cm,1 negative,,black-and-white photographs,,A11_Ramakatane_91_10,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,
Work,Ramakatane archive 1261,ark:/21198/z1mg9fqh,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a11_0095_005.tif,,Ramakatane Archive (Lesotho National Museum),"Woman in sunglasses wearing a print outfit and headwrap kneeling on a straw mat (moseme) and making prayer hands in front of flowers in a pot, photographed in Mr. M.T. Ramakatane's City Centre Studio",1971,1971,,,,6 x 6cm,1 negative,,black-and-white photographs,,A11_Ramakatane_95_05,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,
Work,Ramakatane archive 1262,ark:/21198/z1gq8pzb,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a11_0098_011.tif,,Ramakatane Archive (Lesotho National Museum),"Young man in tweed blazer and jeans gazing into the distance with one hand grasping his little finger, photographed in Mr. M.T. Ramakatane's City Centre Studio",1971,1971,,,,6 x 6cm,1 negative,,black-and-white photographs,,A11_Ramakatane_98_11,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth,,
